SITE,SITE_CODE,LATITUDE,LONGITUDE,COUNTRY,PROVINCE_DISTRICT,RFZ,BIOME,CONTEXT,TECHNIQUE,MATERIAL,SPECIES,LAB_ID,DATE,UNCERTAINTY,ARCH_PERIOD,ARCH_SUBPERIOD,SAMPLE_CONTEXT,SITE_TYPE,DELTA_13,REFCODE,NOTES
Blydefontein,BLY,-31.13,25.05,South Africa,Northern Cape,S,Grassland Biome,C150-b,AMS,sediments,,OxA-7876,"9400","100",LSA,,,rock shelter,-18.3,bronkramsey2002rdo,
Blydefontein,BLY,-31.133,25.05,South Africa,Northern Cape,S,Grassland Biome,HG/CAU2,conventional 14C,charcoal,,SMU-1925,"1255","109",LSA,Ceramic LSA,,rock shelter,,"bousman2005cls; bousman2016qed",Ceramic Wilton
Blydefontein,BLY,-31.133,25.05,South Africa,Northern Cape,S,Grassland Biome,HG/CAU2,conventional 14C,charcoal,,SMU-1902,"844","119",LSA,,,rock shelter,,"bousman2005cls; bousman2016qed",Smithfield
Blydefontein,BLY,-31.133,25.05,South Africa,Northern Cape,S,Grassland Biome,Level 3,conventional 14C,charcoal,,SR-132,"1980","120",LSA,Wilton,,rock shelter,,"bousman2005cls; bousman2016qed",Developed Wilton
Blydefontein,BLY,-31.133,25.05,South Africa,Northern Cape,S,Grassland Biome,GAC/CAU3,conventional 14C,charcoal,,SMU-1853,"2292","120",LSA,Wilton,,rock shelter,,"bousman2005cls; bousman2016qed",Developed Wilton
Blydefontein,BLY,-31.133,25.05,South Africa,Northern Cape,S,Grassland Biome,Level 8,conventional 14C,charcoal,,SR-152,"3650","120",LSA,Wilton,,rock shelter,,"bousman2005cls; bousman2016qed",Developed Wilton
Meerkat Shelter,MKS,-31.133,25.05,South Africa,Northern Cape,S,Grassland Biome,YS A13(12),conventional 14C,charcoal,,SMU-1931,"2353","122",,,,rock shelter,,bousman1991hpl,
Blydefontein,BLY,-31.133,25.05,South Africa,Northern Cape,S,Grassland Biome,TG-CAC/CAU6,conventional 14C,charcoal,,SMU-1852,"4286","149",LSA,Wilton,,rock shelter,,"bousman2005cls; bousman2016qed",Developed Wilton
Blydefontein,BLY,-31.133,25.05,South Africa,Northern Cape,S,Grassland Biome,CY-Brown 2,AMS,sediments,,OxA-8530,"11850","150",LSA,Robberg,,rock shelter,-21.6,"bousman2005cls; bousman2016qed",Robberg
Blydefontein,BLY,-31.133,25.05,South Africa,Northern Cape,S,Grassland Biome,TG/CAU6,conventional 14C,charcoal,,SMU-1901,"4101","273",LSA,Wilton,,rock shelter,,"bousman2005cls; bousman2016qed",Developed Wilton
Blydefontein,BLY,-31.133,25.05,South Africa,Northern Cape,S,Grassland Biome,CY-CAU8,conventional 14C,charcoal,,SMU-1823,"8541","417",LSA,Oakhurst,,rock shelter,,"bousman2005cls; bousman2016qed",Lockshoek
Volstruisfontein Shelter,VSS,-31.333,24.167,South Africa,Northern Cape,S,Nama-Karoo Biome,,AMS,potsherd,,GrA-13560,"1890","50",,,,,,sadr2006tte,
Komkans 2,KMK2,-31.243,18.052,South Africa,Western Cape,W,Succulent Karoo Biome,G10 NE L6,AMS,bone,Chersina�angulata,OxA-25348,"175","23",LSA,,,rock shelter,-19,orton2012han,
Komkans 2,KMK2,-31.243,18.052,South Africa,Western Cape,W,Succulent Karoo Biome,I11 NW L4B,AMS,bone,Chersina�angulata,OxA-25347,"334","23",LSA,,,rock shelter,-20.1,orton2012han,
Komkans 2,KMK2,-31.243,18.052,South Africa,Western Cape,W,Succulent Karoo Biome,I8 NE L3C,AMS,bone,Chersina�angulata,OxA-25351,"644","23",LSA,,,rock shelter,-18.7,orton2012han,
Komkans 2,KMK2,-31.243,18.052,South Africa,Western Cape,W,Succulent Karoo Biome,I11 NW L2/4 interface ,AMS,bone,Chersina�angulata,OxA-25346,"701","23",LSA,,,rock shelter,-18.7,orton2012han,
Komkans 2,KMK2,-31.243,18.052,South Africa,Western Cape,W,Succulent Karoo Biome,I8 NE L3,AMS,bone,Chersina�angulata,OxA-25350,"932","24",LSA,,,rock shelter,-18.3,orton2012han,
Komkans 2,KMK2,-31.243,18.052,South Africa,Western Cape,W,Succulent Karoo Biome,I12SE L5B,AMS,bone,Chersina�angulata,OxA-25349,"1462","24",LSA,,,rock shelter,-18.7,orton2012han,
Boundary  Shelter,BYS,-31.5,24.7,South Africa,Northern Cape,S,Grassland Biome,,AMS,plant remains,,GrA-13564,"2100","50",LSA,,,rock shelter,,sadr2006tte,fibre temper
Highlands Rock Shelter,HLD,-31.664,25.572,South Africa,Eastern Cape,S,Nama-Karoo Biome,Unit III,conventional 14C,,,Pta-563,"3570","50",LSA,Final LSA,,rock shelter,,deacon1976whg,
Highlands Rock Shelter,HLD,-31.664,25.572,South Africa,Eastern Cape,S,Nama-Karoo Biome,Unit IV,conventional 14C,,,Pta-536,"4500","60",LSA,Final LSA,,rock shelter,,deacon1976whg,
Highlands Rock Shelter,HLD,-31.664,25.572,South Africa,Eastern Cape,S,Nama-Karoo Biome,lower A,conventional 14C,,,Pta-537,"38840","480",MSA,,,rock shelter,,deacon1976whg,
Highlands Rock Shelter,HLD,-31.664,25.572,South Africa,Eastern Cape,S,Nama-Karoo Biome,D,conventional 14C,,,Pta-564,"38900","1200",MSA,,,rock shelter,,deacon1976whg,
Klipfonteinrand,KFR,-32.067,20.167,South Africa,Western Cape,W,Succulent Karoo Biome,rwhf,AMS,,,D-AMS-002439,"12303","41",LSA,,,rock shelter,,mackay2016toa,hrnf macrolithic
Klipfonteinrand,KFR,-32.067,20.167,South Africa,Western Cape,W,Succulent Karoo Biome,crocs,AMS,,,D-AMS-001837,"13722","49",LSA,,,rock shelter,,mackay2016toa,hrnf macrolithic
Klipfonteinrand,KFR,-32.067,20.167,South Africa,Western Cape,W,Succulent Karoo Biome,wors,AMS,,,D-AMS-001836,"11723","52",LSA,,,rock shelter,,mackay2016toa,hrnf with oes
Klipfonteinrand,KFR,-32.067,20.167,South Africa,Western Cape,W,Succulent Karoo Biome,blss,AMS,,,D-AMS-003799,"14656","55",LSA,Robberg,,rock shelter,,mackay2016toa,
Klipfonteinrand,KFR,-32.067,20.167,South Africa,Western Cape,W,Succulent Karoo Biome,rwhf,AMS,,,D-AMS-003797,"13439","56",LSA,Robberg,,rock shelter,,mackay2016toa,
Klipfonteinrand,KFR,-32.067,20.167,South Africa,Western Cape,W,Succulent Karoo Biome,rwhf,AMS,,,D-AMS-003798,"13584","58",LSA,Robberg,,rock shelter,,mackay2016toa,
Klipfonteinrand,KFR,-32.067,20.167,South Africa,Western Cape,W,Succulent Karoo Biome,yswcl,AMS,,,D-AMS-003800,"15871","59",LSA,Robberg,,rock shelter,,mackay2016toa,
Klipfonteinrand,KFR,-32.067,20.167,South Africa,Western Cape,W,Succulent Karoo Biome,,conventional 14C,bone,Homo sapiens,Pta-1642,"3540","60",LSA,,,,-19.6,sealy1988ssc,
Klipfonteinrand,KFR,-32.067,20.167,South Africa,Western Cape,W,Succulent Karoo Biome,owss,AMS,,,D-AMS-002440a,"14121","61",LSA,,,rock shelter,,mackay2016toa,sts - testing lower limits of oes-bearing layers
Klipfonteinrand,KFR,-32.067,20.167,South Africa,Western Cape,W,Succulent Karoo Biome,borl,AMS,,,D-AMS-001838,"14706","65",LSA,Robberg,,rock shelter,,mackay2016toa,
Klipfonteinrand,KFR,-32.067,20.167,South Africa,Western Cape,W,Succulent Karoo Biome,cmss,AMS,,,D-AMS-002440b,"15306","65",LSA,Robberg,,rock shelter,,mackay2016toa,
Klipfonteinrand,KFR,-32.067,20.167,South Africa,Western Cape,W,Succulent Karoo Biome,cmss,AMS,,,D-AMS-002441,"15342","65",LSA,Robberg,,rock shelter,,mackay2016toa,
Klipfonteinrand,KFR,-32.067,20.167,South Africa,Western Cape,W,Succulent Karoo Biome,dgmch,AMS,,,D-AMS-001839,"18232","71",LSA,Robberg,,rock shelter,,mackay2016toa,
Putslaagte 8,PL8,-32.55,19.25,South Africa,Western Cape,W,Fynbos Biome,CGBSS16,AMS,,,AA-99784,"18500","280",LSA,ELSA,,rock shelter,,low2016pmp,
Putslaagte 8,PL8,-32.55,19.25,South Africa,Western Cape,W,Fynbos Biome,CGBSS19,AMS,,,AA-98833,"33170","560",MSA,Final MSA,,rock shelter,,mackay2015pac,
Putslaagte 8,PL8,-32.55,19.25,South Africa,Western Cape,W,Fynbos Biome,CGBSS16,AMS,,,AA-98830,"17700","590",LSA,ELSA,,rock shelter,,low2016pmp,
Edgehill,EDG,-32.933,26.5,South Africa,Eastern Cape,S,Thicket Biome,,conventional 14C,charcoal,,Pta-3564,"1830","60",LSA,Ceramic LSA,,rock shelter,,hall1986paf,
Melkhoutboom,MKB,-33.317,25.283,South Africa,Eastern Cape,Y,Thicket Biome,wedge unit,conventional 14C,,,Pta-668 ,"6980","65",LSA,Wilton,,rock shelter,,deacon1976whg,
Melkhoutboom,MKB,-33.317,25.283,South Africa,Eastern Cape,Y,Thicket Biome,wilton base marker unit,conventional 14C,,,UW-234,"7300","80",LSA,Wilton,,rock shelter,,deacon1976whg,
Melkhoutboom,MKB,-33.317,25.283,South Africa,Eastern Cape,Y,Thicket Biome,medium brown series,conventional 14C,,,Pta-666 ,"7660","80",LSA,Oakhurst,,rock shelter,,deacon1976whg,
Melkhoutboom,MKB,-33.317,25.283,South Africa,Eastern Cape,Y,Thicket Biome,cut away frontal unit,conventional 14C,,,Pta-706,"2870","90",LSA,Final LSA,,rock shelter,,deacon1976whg,
Melkhoutboom,MKB,-33.317,25.283,South Africa,Eastern Cape,Y,Thicket Biome,main bedding unit,conventional 14C,,,Pta-680 ,"5900","90",LSA,Wilton,,rock shelter,,deacon1976whg,
Melkhoutboom,MKB,-33.317,25.283,South Africa,Eastern Cape,Y,Thicket Biome,basal unit,conventional 14C,,,UW-233,"15400","120",LSA,Robberg,,rock shelter,,deacon1976whg,
Melkhoutboom,MKB,-33.317,25.283,South Africa,Eastern Cape,Y,Thicket Biome,rock fall unit,conventional 14C,,,GaK-1538,"10500","190",LSA,Oakhurst,,rock shelter,,deacon1976whg,
Wilton Large Rock Shelter,WLR,-33.325,26.142,South Africa,Eastern Cape,Y,Fynbos Biome,base of Layer 2B,conventional 14C,charcoal,,GaK-1540,"2270","100",LSA,Final LSA,,rock shelter,,deacon1972waa,
Wilton Large Rock Shelter,WLR,-33.325,26.142,South Africa,Eastern Cape,Y,Fynbos Biome,Layer 3F,conventional 14C,charcoal,,I-2565,"4860","115",LSA,Wilton,,rock shelter,,deacon1972waa,
Wilton Large Rock Shelter,WLR,-33.325,26.142,South Africa,Eastern Cape,Y,Fynbos Biome,"burial, Layer 3?",conventional 14C,charcoal,,GaK-1541,"8260","720",LSA,Oakhurst,,rock shelter,,deacon1972waa,
Kangkara Cave,KRA,-33.783,23.083,South Africa,Western Cape,Y,Fynbos Biome,HBC,conventional 14C,bone,,Pta-2286 ,"5355","55",LSA,Wilton,,rock shelter,,deacon1984lss,
Kangkara Cave,KRA,-33.783,23.083,South Africa,Western Cape,Y,Fynbos Biome,GBL,conventional 14C,bone,,Pta-2287 ,"6600","75",LSA,Wilton,,rock shelter,,deacon1984lss,
Kangkara Cave,KRA,-33.783,23.083,South Africa,Western Cape,Y,Fynbos Biome,YBL,conventional 14C,bone,,Pta-2307 ,"9260","90",LSA,Oakhurst,,rock shelter,,deacon1984lss,
Kangkara Cave,KRA,-33.783,23.083,South Africa,Western Cape,Y,Fynbos Biome,PBW,conventional 14C,bone,,Pta-2812 ,"7330","100",LSA,Oakhurst,,rock shelter,,deacon1984lss,
Kangkara Cave,KRA,-33.783,23.083,South Africa,Western Cape,Y,Fynbos Biome,BBD/BHL,conventional 14C,charcoal,,Pta-782,"12330","130",LSA,Robberg,,rock shelter,,"deacon1984lss; lombard2012sal",Deacon lists as Robberg
Buffelskloof,BUF,-33.667,21.867,South Africa,Western Cape,Y,Thicket Biome,BOL2,conventional 14C,,,Pta-1481,"5120","65",LSA,Wilton,,rock shelter,,opperman1978ebs,
Buffelskloof,BUF,-33.667,21.867,South Africa,Western Cape,Y,Thicket Biome,CH3,conventional 14C,,,Pta-1841,"7460","65",LSA,Wilton,,rock shelter,,opperman1978ebs,
Buffelskloof,BUF,-33.667,21.867,South Africa,Western Cape,Y,Thicket Biome,BOL1,conventional 14C,,,UW-341,"3840","80",LSA,Wilton,,rock shelter,,opperman1978ebs,
Buffelskloof,BUF,-33.667,21.867,South Africa,Western Cape,Y,Thicket Biome,HE1,conventional 14C,,,Pta-1484,"8960","80",LSA,Oakhurst,,rock shelter,,opperman1978ebs,
Buffelskloof,BUF,-33.667,21.867,South Africa,Western Cape,Y,Thicket Biome,HE2,conventional 14C,,,Pta-1805,"11875","115",LSA,,,rock shelter,,opperman1978ebs,
Buffelskloof,BUF,-33.667,21.867,South Africa,Western Cape,Y,Thicket Biome,CH3,conventional 14C,,,UW-340,"7300","120",LSA,Wilton,,rock shelter,,opperman1978ebs,
Buffelskloof,BUF,-33.667,21.867,South Africa,Western Cape,Y,Thicket Biome,HE2,conventional 14C,,,Pta-1807,"22575","270",LSA,ELSA,,rock shelter,,opperman1978ebs,
Buffelskloof,BUF,-33.667,21.867,South Africa,Western Cape,Y,Thicket Biome,HE2,conventional 14C,,,UW-339,"22800","850",LSA,ELSA,,rock shelter,,opperman1978ebs,
Montagu Cave,MNG,-33.833,20.167,South Africa,Western Cape,W,Succulent Karoo Biome,,conventional 14C,charcoal,,GrN-4725,"7100","45",LSA,,,,,vogel1967grd,
Montagu Cave,MNG,-33.833,20.167,South Africa,Western Cape,W,Succulent Karoo Biome,,conventional 14C,charcoal,,GrN-4726,"23200","180",MSA,,,,,vogel1967grd,
Montagu Cave,MNG,-33.833,20.167,South Africa,Western Cape,W,Succulent Karoo Biome,,conventional 14C,charcoal,,GrN-4728,"45900","2100",MSA,,,,,vogel1967grd,
Kabeljous River Mouth,KJM,-33.967,24.917,South Africa,Eastern Cape,Y,Fynbos Biome,Cave 1A,conventional 14C,,,Pta-3970a,"1560","40",LSA,Ceramic LSA,,shell midden,,binneman2005ara,
Kabeljous River Shelter,KJS,-33.967,24.917,South Africa,Eastern Cape,Y,Fynbos Biome,,conventional 14C,,,Pta-4614,"2450","60",LSA,Final LSA,,rock shelter,,binneman2007ara,TAQ
Kabeljous River Mouth,KJM,-33.967,24.917,South Africa,Eastern Cape,Y,Fynbos Biome,Cave 2B,conventional 14C,,,Pta-3970b,"2570","60",LSA,Final LSA,,shell midden,,binneman2005ara,
Kabeljous River Shelter,KJS,-33.967,24.917,South Africa,Eastern Cape,Y,Fynbos Biome,,conventional 14C,,,Pta-4061,"5750","80",LSA,Wilton,,rock shelter,,binneman2007ara,
Oakhurst,OAK,-33.933,22.617,South Africa,Western Cape,Y,Forests,,conventional 14C,charcoal,,Pta-520 ,"3450","55",LSA,Wilton,,rock shelter,,patrick1989aas,
Oakhurst,OAK,-33.933,22.617,South Africa,Western Cape,Y,Forests,,conventional 14C,charcoal,,Pta-375,"8270","55",LSA,,,rock shelter,,patrick1989aas,
Oakhurst,OAK,-33.933,22.617,South Africa,Western Cape,Y,Forests,,conventional 14C,bone,Homo sapiens,Pta-4431,"4100","60",LSA,,,rock shelter,,patrick1989aas,
Oakhurst,OAK,-33.933,22.617,South Africa,Western Cape,Y,Forests,,conventional 14C,bone,Homo sapiens,Pta-4467,"4900","60",LSA,,,rock shelter,,patrick1989aas,
Oakhurst,OAK,-33.933,22.617,South Africa,Western Cape,Y,Forests,,conventional 14C,bone,Homo sapiens,Pta-3719,"5330","60",LSA,,,rock shelter,,patrick1989aas,
Oakhurst,OAK,-33.933,22.617,South Africa,Western Cape,Y,Forests,,conventional 14C,bone,Homo sapiens,Pta-4354,"7120","60",LSA,,,rock shelter,,patrick1989aas,
Oakhurst,OAK,-33.933,22.617,South Africa,Western Cape,Y,Forests,,conventional 14C,bone,Homo sapiens,Pta-4449,"4530","70",LSA,,,rock shelter,,patrick1989aas,
Oakhurst,OAK,-33.933,22.617,South Africa,Western Cape,Y,Forests,,conventional 14C,bone,Homo sapiens,Pta-4347,"4880","70",LSA,,,rock shelter,,patrick1989aas,
Oakhurst,OAK,-33.933,22.617,South Africa,Western Cape,Y,Forests,,conventional 14C,bone,Homo sapiens,Pta-4348,"4880","70",LSA,,,rock shelter,,patrick1989aas,
Oakhurst,OAK,-33.933,22.617,South Africa,Western Cape,Y,Forests,,conventional 14C,bone,Homo sapiens,Pta-4367,"5450","70",LSA,,,rock shelter,,patrick1989aas,
Oakhurst,OAK,-33.933,22.617,South Africa,Western Cape,Y,Forests,,conventional 14C,bone,Homo sapiens,Pta-4426,"5990","70",LSA,,,rock shelter,,patrick1989aas,
Oakhurst,OAK,-33.933,22.617,South Africa,Western Cape,Y,Forests,,conventional 14C,bone,Homo sapiens,Pta-3178,"6180","70",LSA,,,rock shelter,,patrick1989aas,
Oakhurst,OAK,-33.933,22.617,South Africa,Western Cape,Y,Forests,,conventional 14C,charcoal,,Pta-377,"7910","70",LSA,Wilton,,rock shelter,,patrick1989aas,
Oakhurst,OAK,-33.933,22.617,South Africa,Western Cape,Y,Forests,,conventional 14C,bone,,Pta-410,"8950","90",LSA,Oakhurst,,rock shelter,,patrick1989aas,
Oakhurst,OAK,-33.933,22.617,South Africa,Western Cape,Y,Forests,,conventional 14C,bone,Homo sapiens,Pta-3724,"9100","90",LSA,,,rock shelter,,patrick1989aas,
Oakhurst,OAK,-33.933,22.617,South Africa,Western Cape,Y,Forests,,conventional 14C,bone,Homo sapiens,AA-2116,"2065","105",LSA,,,rock shelter,,patrick1989aas,
Oakhurst,OAK,-33.933,22.617,South Africa,Western Cape,Y,Forests,,conventional 14C,bone,Homo sapiens,AA-2119,"4870","210",LSA,,,rock shelter,,patrick1989aas,
Oakhurst,OAK,-33.933,22.617,South Africa,Western Cape,Y,Forests,,conventional 14C,bone,Homo sapiens,AA-2117,"4995","215",LSA,,,rock shelter,,patrick1989aas,
Oakhurst,OAK,-33.933,22.617,South Africa,Western Cape,Y,Forests,,conventional 14C,bone,Homo sapiens,AA-2115,"4830","250",LSA,,,rock shelter,,patrick1989aas,
Kulubele,KLB,-32.43,27.83,South Africa,Eastern Cape,S,Grassland Biome,"pit 1, base",conventional 14C,charcoal,,Pta-5865,"1250","40",Iron Age,Early Iron Age,,settlement,,binneman1996pri,
Goedgeloof C1/M1,GGL,-34.133,24.8,South Africa,Eastern Cape,Y,Thicket Biome,,conventional 14C,,,Pta-4066,"2890","40",LSA,Final LSA,,shell midden,,binneman2005ara,
Kulubele,KLB,-32.43,27.83,South Africa,Eastern Cape,S,Grassland Biome,midden,conventional 14C,charcoal,,Pta-6982,"1270","50",Iron Age,Early Iron Age,,settlement,,binneman1996pri,
Havens Cave,HVC,-33.667,24.35,South Africa,Eastern Cape,Y,Thicket Biome,POS,conventional 14C,,,Pta-4610,"1280","50",LSA,Ceramic LSA,,rock shelter,,binneman1995scc,
St Francis Bay,SFB,-34.117,24.767,South Africa,Eastern Cape,Y,Azonal Vegetation,1-Jan,conventional 14C,,,Pta-9311,"1770","50",LSA,Ceramic LSA,,,,binneman2005ara,Forest
Uniondale,UND,-33.15,26.383,South Africa,Eastern Cape,S,Thicket Biome,,conventional 14C,,,Pta-1804,"2125","60",LSA,Ceramic LSA,,rock shelter,,"lesliebrooker1987asu; sadr2006tte",
Uniondale,UND,-33.15,26.383,South Africa,Eastern Cape,S,Thicket Biome,,conventional 14C,,,Pta-1803,"2130","60",LSA,Ceramic LSA,,rock shelter,,"lesliebrooker1987asu; sadr2006tte",
St Francis Bay,SFB,-34.117,24.767,South Africa,Eastern Cape,Y,Azonal Vegetation,2-Apr,conventional 14C,,,Pta-7550,"4160","60",LSA,Final LSA,,,,binneman2005ara,Forest
Uniondale,UND,-33.15,26.383,South Africa,Eastern Cape,S,Thicket Biome,P,conventional 14C,,,Pta-4322,"4520","60",LSA,Wilton,,rock shelter,,"lesliebrooker1987asu; sadr2006tte",
Groot Kommandokloof Shelter,GKM,-33.4,24.07,South Africa,Eastern Cape,S,Succulent Karoo Biome,bedrock,conventional 14C,other,,Pta-4612,"6430","70",LSA,,,rock shelter,,binneman1993cps,
Scott's Cave,STT,-33.733,24.783,South Africa,Eastern Cape,Y,Thicket Biome,,conventional 14C,,,Y-1425,"360","80",LSA,Ceramic LSA,,rock shelter,,deacon1967rds,
Havens Cave,HVC,-33.667,24.35,South Africa,Eastern Cape,Y,Thicket Biome,,conventional 14C,,,Pta-3915,"5820","80",LSA,Oakhurst,,rock shelter,,binneman1995scc,Considered unreliable
Havens Cave,HVC,-33.667,24.35,South Africa,Eastern Cape,Y,Thicket Biome,VOG,conventional 14C,,,Pta-3917 ,"6190","80",LSA,Wilton,,rock shelter,,binneman1995scc,
Havens Cave,HVC,-33.667,24.35,South Africa,Eastern Cape,Y,Thicket Biome,SBA,conventional 14C,,,Pta-3919,"6610","90",LSA,Wilton,,rock shelter,,binneman1995scc,
Havens Cave,HVC,-33.667,24.35,South Africa,Eastern Cape,Y,Thicket Biome,GOW,conventional 14C,,,Pta-4620,"9790","90",LSA,Oakhurst,,rock shelter,,binneman1995scc,
Scott's Cave,STT,-33.733,24.783,South Africa,Eastern Cape,Y,Thicket Biome,,conventional 14C,,,SR-82,"1190","100",LSA,Ceramic LSA,,rock shelter,,deacon1967rds,
Uniondale,UND,-33.15,26.383,South Africa,Eastern Cape,S,Thicket Biome,V,conventional 14C,,,Pta-4334,"6300","200",LSA,Wilton,,rock shelter,,"lesliebrooker1987asu; sadr2006tte",
Melkbosstrand,MBS,-33.733,18.45,South Africa,Western Cape,W,Fynbos Biome,Lowermost Midden,conventional 14C,marine shell,,Pta-7800,"1825","15",LSA,Ceramic LSA,,shell midden,,sealy2004emv,
Blombos Cave,BBC,-34.4,21.217,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,charcoal,,Pta-6184,"290","20",LSA,Ceramic LSA,,rock shelter,,henshilwood2008hps,
Pancho's Kitchen Midden,PKM,-32.339,18.333,South Africa,Western Cape,W,Fynbos Biome,1 LATINA,conventional 14C,,,Pta-5605,"570","20",LSA,,,shell midden,-24.2,jerardino1996csl,
Dune Field Midden,DFM,-32.301,18.348,South Africa,Western Cape,W,Fynbos Biome,FRA,conventional 14C,charcoal,,Pta-6337,"640","20",LSA,,,shell midden,,parkington2009fcs,
Dune Field Midden,DFM,-32.301,18.348,South Africa,Western Cape,W,Fynbos Biome,NIC,conventional 14C,marine shell,,Pta-6735,"1200","20",LSA,,,shell midden,,parkington2009fcs,
Kasteelberg G,KBG,-32.733,17.933,South Africa,Western Cape,W,Fynbos Biome,"4",conventional 14C,marine shell,,Pta-8719,"1685","20",LSA,Ceramic LSA,,open site,,sadr2004fk,
Kasteelberg A,KBA,-32.733,17.933,South Africa,Western Cape,W,Fynbos Biome,"2",conventional 14C,marine shell,,Pta-8459,"1690","20",LSA,Ceramic LSA,,open site,,sadr2004fk,
Kasteelberg A,KBA,-32.733,17.933,South Africa,Western Cape,W,Fynbos Biome,"11",conventional 14C,marine shell,,Pta-8462,"1735","20",LSA,Ceramic LSA,,open site,,sadr2004fk,
Kasteelberg E,KBE,-32.733,17.933,South Africa,Western Cape,W,Fynbos Biome,"10",conventional 14C,marine shell,,Pta-8453,"2000","20",LSA,Ceramic LSA,,open site,,sadr2004fk,
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,KEPL,conventional 14C,,,Pta-5611,"2100","20",LSA,Wilton,,rock shelter,,parkington1992mss,
Langdam 9,LGD9,-32.417,18.333,South Africa,Western Cape,W,Fynbos Biome,Lens on dune,conventional 14C,marine shell,,Pta-6274,"2150","20",LSA,,,shell midden,-0.6,jerardino1996csl,
Pancho's Kitchen Midden,PKM,-32.339,18.333,South Africa,Western Cape,W,Fynbos Biome,4SH. GRINGO,conventional 14C,,,Pta-5990,"2940","20",LSA,,,shell midden,-23.7,jerardino1996csl,
Grootrif G,GRF G,-32.167,18.312,South Africa,Western Cape,W,Fynbos Biome,Layer 4,conventional 14C,marine shell,Cymbula granatina,Pta-8742,"3125","20",LSA,,,shell midden,-0.2,"jerardino1996csl; jerardino2007ehg",
Grootrif D,GRF D,-32.164,18.314,South Africa,Western Cape,W,Fynbos Biome,Unit 20,conventional 14C,marine shell,,Pta-6216,"3430","20",LSA,,,shell midden,0.1,jerardino2010lsm,
Scorpion Shelter,SCP,-32.367,18.367,South Africa,Western Cape,W,Fynbos Biome,DSS14,conventional 14C,marine shell,,Pta-6341,"3430","20",LSA,,,rock shelter,-0.2,jerardino1996csl,
Voelvlei,VVL,-33.233,19.4,South Africa,Western Cape,W,Fynbos Biome,,conventional 14C,charcoal,,Pta-5547,"373","21",LSA,Ceramic LSA,,rock shelter,,smith1991esw,
Soutpansklipheuwel028,SPK028,-32,18.317,South Africa,Western Cape,W,Fynbos Biome,Spit2 Quad A,AMS,,,UGAMS-10296,"940","25",,,,shell midden,,jerardino2014dcs,
Mike Taylor's Midden,MTM,-32.338,18.317,South Africa,Western Cape,W,Azonal Vegetation,BSS1,conventional 14C,marine shell,,Pta-6711,"985","25",LSA,,,shell midden,1.3,jerardino1996csl,Fynbos
Mike Taylor's Midden,MTM,-32.338,18.317,South Africa,Western Cape,W,Azonal Vegetation,FS1,conventional 14C,marine shell,,Pta-6690,"2000","25",LSA,,,shell midden,-0.1,jerardino1996csl,Fynbos
